LEI,Legal Name_x,Country_x,Status_x,Legal Name_y,Country_y,City,Status_y,Last Update,Next Renewal
4469000001C0IFPLK928,GRUPO INDUSTRIAL PESQUERO MEXICANO SA DE CV,MX,ACTIVE,,,,,,
4469000001C0JLVZSX35,INVERSIONES PALMA S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C0LGJNRI75,DIUSVI DIAMONDS SA DE CV,MX,ACTIVE,,,,,,
4469000001C0MF6OSM63,GRUPAK OPERACIONES SA DE CV,MX,ACTIVE,,,,,,
4469000001C0ML18K966,VITATELLUS SPR DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C0R2W9TY34,RAICES JUANA DE ARCO SA DE CV,MX,ACTIVE,,,,,,
4469000001C0SF7BRD48,FINANCIERO 2M SAPI DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C0SPA75Z16,SURUTATO MINING SA DE CV,MX,ACTIVE,,,,,,
4469000001C0TP6Z3A70,O FINSA-WSC CIB/3117,MX,ACTIVE,,,,,,
4469000001C0VAQWL422,UNIPAK SA DE CV,MX,ACTIVE,,,,,,
4469000001C0WX496H38,EMPACADORA SAN MARCOS SA DE CV,MX,ACTIVE,,,,,,
4469000001C10TNUVQ94,IGSA SA DE CV,MX,ACTIVE,,,,,,
4469000001C10W001043,GIANT MOTORS LATINOAMERICA SA DE CV,MX,ACTIVE,,,,,,
4469000001C12CM5TX82,BANCA MIFEL FIDEICOMISO 709-2006,MX,ACTIVE,,,,,,
4469000001C12GP8TF79,FINANCIERA SAKXIM S.P.R. DE R.L.,MX,ACTIVE,,,,,,
4469000001C12HE5KH67,COMERCIALIZADORA ABA PRODUCE S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C13SESJ553,ABA CULTIVOS SPR DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C13TTC7376,FIDEICOMISO IRREVOCABLE NUMERO 2581,MX,ACTIVE,,,,,,
4469000001C142C4K795,BERRIES PARADISE S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C153RSNL58,TRIMER DEL SURESTE SA DE CV,MX,ACTIVE,,,,,,
4469000001C15B7CBU24,INDUSTRIAS TAMER SA DE CV,MX,ACTIVE,,,,,,
4469000001C15J9IG181,MEXTRADE MEXICO SERVICES S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C1B1P6R135,PENTIUM SA,UY,ACTIVE,,,,,,
4469000001C1DZ2SAX49,FFT MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001C1MC5JBP25,SERFIMEX CAPITAL SAPI DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C1NWO9C234,CONTROLADORA DE OPERACIONES DE INFRAESTRUCTURA SA DE CV,MX,ACTIVE,,,,,,
4469000001C1NZC1CD20,UNIRENTA ARRENDAMIENTOS SA DE CV,MX,ACTIVE,,,,,,
4469000001C1O62CE243,HSBC MEXICO SA INT BCA MUL GPO FIN HSBC FID F246859,MX,ACTIVE,,,,,,
4469000001C1WDFY4573,AUTOPISTA NAUCALPAN ECATEPEC S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C1Z4WMHT69,BANCO NACIONAL DE MEXICO S.A. FIDEICOMISO 165423,MX,ACTIVE,,,,,,
4469000001C20S17DB24,"FIDEICOMISO IRREVOCABLE DE EMISIÓN, ADMINISTRACIÓN Y PAGO NO. CIB/3213",MX,ACTIVE,,,,,,
4469000001C20SJ6BQ76,INMOBILIARIA CINEMATOGRAFICA DEL NORTE SA DE CV,MX,ACTIVE,,,,,,
4469000001C24YNZTD41,"BBVA SEGUROS MEXICO, S.A. DE C.V., GRUPO FINANCIERO BBVA MEXICO",MX,ACTIVE,,,,,,
4469000001C293B8HZ78,CAFETALERA GUADALUPE ZAJU SA DE CV,MX,ACTIVE,,,,,,
4469000001C2979Y2585,AGROFORESTAL CHANJUL SA DE CV,MX,ACTIVE,,,,,,
4469000001C297RG8E71,AGROFORESTAL CHICHARRAS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C2AODHY708,GRANOS Y SERVICIOS INTEGRALES SA DE CV,MX,ACTIVE,,,,,,
4469000001C2AT4JTS81,BANCO NACIONAL DE MEXICO SA POR CUENTA DEL FIDEICOMISO 182476,MX,ACTIVE,,,,,,
4469000001C2E89HMP04,SECRETARIA DE LA HACIENDA PUBLICA,MX,ACTIVE,,,,,,
4469000001C2G6F4H984,GRUPO CALIDATA THOMAS GREG SA DE CV,MX,ACTIVE,,,,,,
4469000001C2G8NTNU48,INMOBILIARIA CONJUNTO POLANCO S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C2GBTVI094,LITHO FORMAS SA DE CV,MX,ACTIVE,,,,,,
4469000001C2GCCV0E07,LABEL SOLUTIONS SA DE CV,MX,ACTIVE,,,,,,
4469000001C2GCFRDS48,TGS CARD SOLUTIONS SA DE CV,MX,ACTIVE,,,,,,
4469000001C2GGT7P605,GOBIERNO DEL ESTADO DE SAN LUIS POTOSI,MX,ACTIVE,,,,,,
4469000001C2GKPYHM94,CCP PRODUCTOS S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C2GMQYU191,PROAN ALIMENTOS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C2I1TDQZ91,DESARROLLO INTERNACIONAL DE HOTELES S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C2JHZ71Y78,TORTUGA RESORTS SAN JOSE SA DE CV,MX,ACTIVE,,,,,,
4469000001C2KI7S5L26,EXIP CAPITAL S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C2L2UM4897,VIA CORPORATIVO INMOBILIARIA SA DE CV,MX,ACTIVE,,,,,,
4469000001C2OZL7ZE11,MUNICIPIO DE ACAPULCO DE JUAREZ,MX,ACTIVE,,,,,,
4469000001C2P7DM1J60,ACTINVER VITALIS RF S.A. DE C.V. FONDO DE INVERSION EN INSTRUMENTOS DE DEUDA,MX,ACTIVE,,,,,,
4469000001C2RUJA9J20,CASA DE BOLSA MULTIVA SA DE CV GRUPO FINANCIERO MULTIVA,MX,ACTIVE,,,,,,
4469000001C2RUX87W04,ISTHMUS ENERGIA VERDE S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C2RXAGL152,CENTRO DE ALMACENAMIENTO TULTITLAN SA DE CV,MX,ACTIVE,,,,,,
4469000001C2UMKP0P78,SISTEMA INTERMUNICIPAL DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO,MX,ACTIVE,,,,,,
4469000001C2URTO6T24,BANCA MIFEL SA INST BCAMULT GFM F-3015/2019,MX,ACTIVE,,,,,,
4469000001C2YXNWGW13,TALENTO DEL BAJIO SA DE CV,MX,ACTIVE,,,,,,
4469000001C325EAFC58,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,MX,ACTIVE,,,,,,
4469000001C33AODYR29,CENTRO SAN MIGUEL S DE RL,MX,ACTIVE,,,,,,
4469000001C33BWPMG22,CHANTILLY SA DE CV,MX,ACTIVE,,,,,,
4469000001C33COLGJ95,PROMOTORA Y DESARROLLADORA DE CENTROS COMERCIALES SA DE CV,MX,ACTIVE,,,,,,
4469000001C34MAK9Y26,ERASUN SA DE CV,MX,ACTIVE,,,,,,
4469000001C34NT2HE88,ENERGON VENTURES S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C38TYIP661,FYNOTEJ S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C3AEFJQO17,OPERADORAS EN SERVICIOS COMERCIALES SA DE CV,MX,ACTIVE,,,,,,
4469000001C3AI0RC157,FIDEICOMISO MOXCHE I 2346/2016,MX,ACTIVE,,,,,,
4469000001C3BS63DP98,GRUPO ESCATO SA DE CV,MX,ACTIVE,,,,,,
4469000001C3BTC0HX79,PROMOTORA EMPRESARIAL DEL NORTE SA DE CV,MX,ACTIVE,,,,,,
4469000001C3BUU7OP98,AGUACATES SELECCIONADOS JBR SA DE CV,MX,ACTIVE,,,,,,
4469000001C3C6TLQY36,TIENDAS CHAPUR SA DE CV,MX,ACTIVE,,,,,,
5493004PLDFSG9G31B53,FIDEICOMISO ARRENDADOR PEDREGAL NUMERO 3874,MX,ACTIVE,,,,,,
4469000001C3ENF0I140,AVANTE 44 SA DE CV,MX,ACTIVE,,,,,,
4469000001C3ITKL8V58,CIB/2369,MX,ACTIVE,,,,,,
4469000001C3IX2YAT09,RC INMUEBLES INDUSTRIALES SA DE CV,MX,ACTIVE,,,,,,
4469000001C3J0C7LP77,CIB/2364,MX,ACTIVE,,,,,,
4469000001C3J8U92I07,CIB/2370,MX,ACTIVE,,,,,,
4469000001C3KORV8626,"NACIONAL FINANCIERA, S.N.C., I.B.D., DIRECCION FIDUCIARIA COMO FIDUCIARIO DEL FIDEICOMISO IRREVOCABLE NUMERO 80672",MX,ACTIVE,,,,,,
4469000001C3LRVBX611,INVEX CONSUMO SA DE CV,MX,ACTIVE,,,,,,
4469000001C3LVD8YQ22,FIDEICOMISO IRREVOCABLE CIB/3286,MX,ACTIVE,,,,,,
4469000001C3M66LU259,SERVICIOS DE AGUA Y DRENAJE DE MONTERREY,MX,ACTIVE,,,,,,
4469000001C3N92SBE75,TRES RIOS SINALOENSES S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C3NIS4DO05,BIJOU MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001C3OPXPI284,CONSORCIO GASOLINERO PLUS SA DE CV,MX,ACTIVE,,,,,,
4469000001C3OQ9A9K82,DESTINO XCARET S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C3OVZ6WP59,FIMUBAC SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C3SW99EA42,BANCA MIFEL S.A. FIDEICOMISO 3031/2019,MX,ACTIVE,,,,,,
4469000001C3T2QANW41,GRUPO AGUAVIENTO SA DE CV,MX,ACTIVE,,,,,,
4469000001C3TAY20W15,MARINSA DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001C3UCRFDZ81,OPERACIONES DEL NORTE SA DE CV,MX,ACTIVE,,,,,,
4469000001C3URXXX277,"FIDEICOMISO IRREVOCABLE DE EMISIÓN, ADMINISTRACIÓN Y PAGO NO. F/01061",MX,ACTIVE,,,,,,
4469000001C3YPQ9CX02,LAGUNA DAIRY S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C42VQHYS23,JZ-LINK SA DE CV,MX,ACTIVE,,,,,,
4469000001C44958OJ11,CARTOGRAF SA DE CV,MX,ACTIVE,,,,,,
4469000001C44E6OVE81,ALFA PROVEEDORES Y CONTRATISTAS SA DE CV,MX,ACTIVE,,,,,,
4469000001C462UG2656,PRINCIPAL FONDOS DE INVERSION SA DE CV OPERADORA DE FONDOS DE INVERSION PRINCIPAL GRUPO FINANCIERO,MX,ACTIVE,,,,,,
4469000001C47GJE3H29,NUEVO GAS SA DE CV,MX,ACTIVE,,,,,,
4469000001C48RBHZ471,ESPACIO CORPORATIVO FIDEICOMISO 1771/2013,MX,ACTIVE,,,,,,
4469000001C48RRB5692,KAPITALMUJER SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C4CX1XR153,MAINBIT SA DE CV,MX,ACTIVE,,,,,,
4469000001C4ECM6RL39,OPERADORA DE ARRENDAMIENTO PURO S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C4G2P7XM86,DESARROLLOS TURISTICOS COSTA TURQUESA SA DE CV,MX,ACTIVE,,,,,,
4469000001C4G416E225,"FIDEICOMISO IRREVOCABLE DE GARANTÍA, ADMINISTRACIÓN Y FUENTE DE PAGO NÚMERO 4018",MX,ACTIVE,,,,,,
4469000001C4IYGSA285,MUSEO BARROCO SA DE CV,MX,ACTIVE,,,,,,
4469000001C4MUR2SO67,"UNIOCEAN EL SALVADOR, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",SV,ACTIVE,,,,,,
4469000001C4NAZVL002,QUANT CAPITAL SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C4OQOHH214,FUERZA Y ENERGIA BII HIOXO SA DE CV,MX,ACTIVE,,,,,,
4469000001C4Q5IP6E75,TG VE OPERATING S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C4WYEFCW18,AT ENGINE MEXICO S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C4XA7OJB54,FIDEICOMISO IRREVOCABLE NUMERO 3525,MX,ACTIVE,,,,,,
4469000001C4Y8BYNE37,MIDEA MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C4Y9YUG116,SCALA HIGHER EDUCATION SC,MX,ACTIVE,,,,,,
4469000001C52XYRGF66,SCOTIA FONDOS SOCIEDAD ANONIMA DE CAPITAL VARIABLE SOCIEDAD OPERADORA DE FONDOS DE INVERSION GRUPO FINANCIERO SCOTIABANK INVERLAT,MX,ACTIVE,,,,,,
4469000001C56ZEIH866,PROMOTORA TORCAZ SA DE CV,MX,ACTIVE,,,,,,
4469000001C57AWX7B86,FINAGIL SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C59V70AO16,COMISION DE AGUA POTABLE Y ALCANTARILLADO DEL ESTADO DE QUINTANA ROO,MX,ACTIVE,,,,,,
4469000001C59Y6EZG39,ALPHA QUANT SA DE CV,MX,ACTIVE,,,,,,
4469000001C5B3SA7146,CREDITO UNICO SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C5B65IR477,AGRICOLA GANADERA LOS LUJAN SPR DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C5B6IAW921,CONSTRUCTORA YVA SA DE CV,MX,ACTIVE,,,,,,
4469000001C5LC8T1850,THE AMERICAN BRITISH COWDRAY MEDICAL CENTER IAP,MX,ACTIVE,,,,,,
4469000001C5SHYUNL71,APOLLO SEIKO DE MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C5SJTR0A05,FIBRAS OPTICAS DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001C5SNI54W07,MEXICO MONTECITOS SA DE CV,MX,ACTIVE,,,,,,
4469000001C5SNZ85888,WO MANUFACTURING S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C5SQSMQK17,REPSTRONICS SA DE CV,MX,ACTIVE,,,,,,
4469000001C5VLT3HV18,SEVEMIL SA DE CV,MX,ACTIVE,,,,,,
4469000001C5WJ0H0007,FIDEICOMISO 3899,MX,ACTIVE,,,,,,
4469000001C612U98U57,DESARROLLOS URBANISTICOS IVC SA DE CV,MX,ACTIVE,,,,,,
4469000001C62A6SQP31,SIEFORE INVERCAP BASICA 65-69 SA DE CV,MX,ACTIVE,,,,,,
4469000001C62EC3ST17,BANCO ACTINVER SA POR CTA FID 3150,MX,ACTIVE,,,,,,
4469000001C63PYDAB61,BANCA MIFEL SA FIDEICOMISO 1585/2012,MX,ACTIVE,,,,,,
4469000001C64ABRKN68,METROPOLIS ABACO SA DE CV,MX,ACTIVE,,,,,,
4469000001C657HQFG78,HIGH LEVEL ENERGY S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C65HWFEU77,BINCAMEX SA DE CV,MX,ACTIVE,,,,,,
4469000001C6DVS24335,FIDEICOMISO F/6360 BANCO MONEX SA INSTITUCION DE BANCA MULTIPLE MONEX GRUPO FINANCIERO DIVISION FIDUCIARIA,MX,ACTIVE,,,,,,
4469000001C6F5KAPZ87,ACEITES ESPECIALES TH SA DE CV,MX,ACTIVE,,,,,,
2549004X0VZPJ67UQE66,CONSORCIO INDUSTRIAL VALSA SA DE CV,MX,ACTIVE,,,,,,
4469000001C6GPVAEO14,CENTRO EDUCATIVO TRES CULTURAS SC,MX,ACTIVE,,,,,,
4469000001C6GUB4YA53,SIEFORE INVERCAP BASICA 70-74 SA DE CV,MX,ACTIVE,,,,,,
4469000001C6GUC9TN42,SIEFORE INVERCAP BASICA 80-84 SA DE CV,MX,ACTIVE,,,,,,
4469000001C6L33YBG75,ALTERNATIVA 19 DEL SUR SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C6MA5M8121,ARCO METAL SA DE CV,MX,ACTIVE,,,,,,
4469000001C6NYTJOR13,BANCA MIFEL SOCIEDAD ANONIMA FIDEICOMISO 2669/2018,MX,ACTIVE,,,,,,
4469000001C6O4LTVB97,CITY TOWERS PEDREGAL SA DE CV,MX,ACTIVE,,,,,,
4469000001C6O5TPWI60,PG CKD Q F/01067,MX,ACTIVE,,,,,,
4469000001C6P5CXKY15,"CIBANCO, S. A. INSTITUCÍON DE BANCA MULTIPLE, COMO FIDUCIARIO DEL FIDEICOMISO IRREVOCABLE DE GARANTIA CIB/3220",MX,ACTIVE,,,,,,
4469000001C6QM4XTF34,COMBUSTIBLES ECOLOGICOS MEXICANOS SA DE CV,MX,ACTIVE,,,,,,
4469000001C6QNCJPL42,PLASTIEXPORTS SA DE CV,MX,ACTIVE,,,,,,
4469000001C6QXVZBC62,SOFOPLUS S.A.P.I. DE C.V. S.O.F.O.M.E.R.,MX,ACTIVE,,,,,,
4469000001C6UZNH7P05,SIEFORE INVERCAP BASICA 90-94 SA DE CV,MX,ACTIVE,,,,,,
4469000001C6UZNWBJ84,SIEFORE INVERCAP BASICA INICIAL SA DE CV,MX,ACTIVE,,,,,,
4469000001C6WAB27M15,PLAZA COMERCIAL EL ROSARIO SA DE CV,MX,ACTIVE,,,,,,
4469000001C6WHLUSD74,PLAZA COMERCIAL ZUMPANGO SA DE CV,MX,ACTIVE,,,,,,
4469000001C6WIWN6I58,PLAZA COMERCIAL NR SA DE CV,MX,ACTIVE,,,,,,
4469000001C6WK1AVB57,PROMOTORA IZCALLI 2003 S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C6XTLYDL21,CIMA LEASING DE MATAMOROS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C6XXIPCJ35,PG CKD R F /01068,MX,ACTIVE,,,,,,
4469000001C6Z8YMZS59,ALBAGRO SA DE CV,MX,ACTIVE,,,,,,
4469000001C6ZBEPR573,SILICA DESARROLLOS S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C756H4D606,EMPAQUES MODERNOS QUERETARO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C76G75AQ63,SISTEMA OPERADOR DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE PUEBLA,MX,ACTIVE,,,,,,
4469000001C76PRC5152,BAJA FERRIES SAPI DE CV,MX,ACTIVE,,,,,,
4469000001C79K626R71,R&M QUERETARO-SAN LUIS SA DE CV,MX,ACTIVE,,,,,,
4469000001C7HRAENS52,FONDO PROFUTURO SB 70-74 SA DE CV,MX,ACTIVE,,,,,,
4469000001C7IB31HN20,FIDEICOMISO CIB/2629,MX,ACTIVE,,,,,,
4469000001C7J3HW9U95,IRIZAR MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001C7JA8N2T74,CIB/2499,MX,ACTIVE,,,,,,
4469000001C7OTEF0A32,GRUPO VASCONIA S A B,MX,ACTIVE,,,,,,
4469000001C7OTXHLC54,FIDEICOMISO DE ACTIVIDAD EMPRESARIAL CON DERECHO DE REVERSION NUMERO F/3595,MX,ACTIVE,,,,,,
4469000001C7OU81DO71,ALMEXA ALUMINIO SA DE CV,MX,ACTIVE,,,,,,
4469000001C7RYZHS753,ABARROTERA DEL DUERO SA DE CV,MX,ACTIVE,,,,,,
4469000001C7T95KQ820,TRANSPORTES CASTORES DE BAJA CALIFORNIA SA DE CV,MX,ACTIVE,,,,,,
4469000001C7TDW8YY36,PROEVETUR SA DE CV,MX,ACTIVE,,,,,,
4469000001C7TJL52391,FONDO PROFUTURO SB 65-69 SA DE CV,MX,ACTIVE,,,,,,
4469000001C83DKC5873,FONDO PROFUTURO SB 80-84 SA DE CV,MX,ACTIVE,,,,,,
4469000001C83JGMFU80,FONDO PROFUTURO BAS IN SA DE CV,MX,ACTIVE,,,,,,
4469000001C83JIT2L22,FONDO PROFUTURO SB 90-94 SA DE CV,MX,ACTIVE,,,,,,
4469000001C84JHR4Y22,DIVERTICALZADOS SA DE CV,MX,ACTIVE,,,,,,
4469000001C84MQZ9F80,GRUPO PALACIO DE HIERRO S A B DE C V,MX,ACTIVE,,,,,,
4469000001C850JJCZ27,MAS PENSION SIEFORE BASICA INICIAL SA DE CV,MX,ACTIVE,,,,,,
4469000001C8ACB03X44,ISB SA DE CV,MX,ACTIVE,,,,,,
4469000001C8ARAZKW88,CFS CONSORCIO SIGLO 21 SA DE CV,MX,ACTIVE,,,,,,
4469000001C8D514BF47,COSTITX SA DE CV,MX,ACTIVE,,,,,,
4469000001C8DDUOBS73,FIDEICOMISO MURANO 2000 CIB/3001,MX,ACTIVE,,,,,,
4469000001C8J1137K96,AMRZ79 SA DE CV,MX,ACTIVE,,,,,,
4469000001C8K9U5MA37,GRUPO PRESTIGE FAJOMA SA DE CV,MX,ACTIVE,,,,,,
4469000001C8M1V10K85,MAS PENSION SIEFORE BASICA 70-74 SA DE CV,MX,ACTIVE,,,,,,
4469000001C8M1ZVUX46,MAS PENSION SIEFORE BASICA 80-84 SA DE CV,MX,ACTIVE,,,,,,
4469000001C8M26N3320,MAS PENSION SIEFORE BASICA 65-69 SA DE CV,MX,ACTIVE,,,,,,
4469000001C8M28LNL74,MAS PENSION SIEFORE BASICA 90-94 SA DE CV,MX,ACTIVE,,,,,,
4469000001C8M4E88704,HARINERA DE TEXCOCO SA DE CV,MX,ACTIVE,,,,,,
4469000001C8ND7JQL81,FIDEICOMISO 3994 EL TEMPLO DE CANCUN,MX,ACTIVE,,,,,,
4469000001C8OW3Q6874,PROYECTO IVY F/1132,MX,ACTIVE,,,,,,
4469000001C8SX0KBN45,123LEASE S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C8T3BSHT30,DESARROLLO INMOBILIARIO HABITACIONAL SA DE CV,MX,ACTIVE,,,,,,
4469000001C8UE6SL181,WEG TRANSFORMADORES MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001C8UGYU5444,PRODUCTOS DE VALOR AGREGADO EN ALIMENTOS SA DE CV,MX,ACTIVE,,,,,,
4469000001C8UHF6XU83,BOSQUE REAL RESIDENCE F/1044,MX,ACTIVE,,,,,,
4469000001C8UQGWWJ21,BOSQUE REAL TU CASA SA DE CV,MX,ACTIVE,,,,,,
4469000001C8URTFUI78,CONSTRUCCIONES TIG SA DE CV,MX,ACTIVE,,,,,,
4469000001C8USYJ2P18,NETPROTECT MX SA DE CV,MX,ACTIVE,,,,,,
4469000001C8UT4KMS24,COMPAÑIA DE FRACCIONAMIENTOS TCP SA DE CV,MX,ACTIVE,,,,,,
4469000001C8VUVV5012,SOFIPA CORPORATION SAPI DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001C93539D895,BANCO ACTINVER POR CUENTA FIDEICOMISO NO. 4146,MX,ACTIVE,,,,,,
4469000001C95O532G05,LATINOAMERICANA DE HOTELES SA DE CV,MX,ACTIVE,,,,,,
4469000001C95O92VN76,TECLEC MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001C95T3RAC61,DESARROLLOS TANCHACTE SA DE CV,MX,ACTIVE,,,,,,
4469000001C9772GOJ60,ARRENDADORA MONEX SA DE CV,MX,ACTIVE,,,,,,
4469000001C97C9I2N33,RECUPERADORA SHAMAIM S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C97MCX2H55,FIDEICOMISO NUMERO1966/2014,MX,ACTIVE,,,,,,
4469000001C9CWDYT396,PRINCIPAL SIEFORE BASICA 65-69 SA DE CV,MX,ACTIVE,,,,,,
4469000001C9D18KBC79,BANCO ACTINVER SOCIEDAD ANONIMA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER FIDEICOMISO 4168,MX,ACTIVE,,,,,,
4469000001C9DD2WU137,PRINCIPAL SIEFORE BASICA 70-74 SA DE CV,MX,ACTIVE,,,,,,
4469000001C9EG5UC531,OCESA PROMOTORA SA DE CV,MX,ACTIVE,,,,,,
4469000001C9ESG0PI65,PRINCIPAL SIEFORE BASICA 80-84 SA DE CV,MX,ACTIVE,,,,,,
4469000001C9ESLX1Q11,PRINCIPAL SIEFORE BASICA 90-94 SA DE CV,MX,ACTIVE,,,,,,
4469000001C9ESTR2Z04,PRINCIPAL SIEFORE BASICA INICIAL SA DE CV,MX,ACTIVE,,,,,,
4469000001C9FRY5PP25,ACOSTA VERDE SAB DE CV,MX,ACTIVE,,,,,,
4469000001C9ISOI1Y22,NUEVA TECNOLOGIA EN ALIMENTACION SA DE CV,MX,ACTIVE,,,,,,
4469000001C9N3OWQB21,MANCERA SC,MX,ACTIVE,,,,,,
4469000001C9OIZ3A058,PROMOTORA ATARDECERES DEL PACIFICO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001C9PUX6V616,PG CKD S F/01069,MX,ACTIVE,,,,,,
4469000001C9PXFLAB87,PG CKD C F/00929,MX,ACTIVE,,,,,,
4469000001C9Q6DYI954,PG CKD P F/00981,MX,ACTIVE,,,,,,
4469000001C9REITDK17,COMEBI DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001C9RG91D203,ACTIVOS TURISTICOS DE MEXICO S A P I DE CV,MX,ACTIVE,,,,,,
4469000001C9YDFSPN63,GASODUCTO DE ZAPOTLANEJO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001CA1AEU4M43,SEGURITEC TRANSPORTE DE VALORES SA DE CV,MX,ACTIVE,,,,,,
4469000001CA1DJQBU32,SEPSA SA DE CV,MX,ACTIVE,,,,,,
4469000001CA1M7FFV70,TECNOVAL DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001CA2LM4S238,PEÑON S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001CA7BHUPL76,NATURGY MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001CAA6S89A60,GRUPO METALCO SA DE CV,MX,ACTIVE,,,,,,
4469000001CAB76PU060,INTERPROTECCION AGENTE DE SEGUROS Y DE FIANZAS SA DE CV,MX,ACTIVE,,,,,,
4469000001CABD9H0S73,CIB/3271,MX,ACTIVE,,,,,,
4469000001CACKBDI542,BARDAHL DE MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001CACOH1JV11,BA GLASS MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001CAIAEIC645,PRODUCTOS FARMACEUTICOS COLLINS SA DE CV,MX,ACTIVE,,,,,,
4469000001CAIB4ISA41,SAARGUMMI MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001CAJZVT8A94,SERVICIOS DE EXTRACCION PETROLERA LIFTING DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001CAK7HEZ404,COTEMAR SA DE CV,MX,ACTIVE,,,,,,
4469000001CALEZ8VD53,"FIDEICOMISO IRREVOCABLE DE ADMINISTRACIÓN, GARANTÍA, FUENTE DE PAGO Y TRASLATIVO DE DOMINIO CON DERECHO DE REVERSIÓN NÚMERO 2400",MX,ACTIVE,,,,,,
4469000001CALMO27997,OPERADORA DE VUELOS EJECUTIVOS SA DE CV,MX,ACTIVE,,,,,,
4469000001CALYXYRI45,ACTIGANA+2 S.A DE C.V. FONDO DE INVERSION EN INSTRUMENTOS DE DEUDA,MX,ACTIVE,,,,,,
4469000001CALYYCVR10,FONDO ACTINVER PORTAFOLIO TACTICO 10 S.A. DE C.V. FONDO DE INVERSION DE RENTA VARIABLE,MX,ACTIVE,,,,,,
4469000001CALYYMV565,FONDO ACTINVER PORTAFOLIO TACTICO DEUDA 1 S.A. DE C.V. FONDO DE INVERSION EN INSTRUMENTOS DE DEUDA,MX,ACTIVE,,,,,,
4469000001CAMR20AX66,FIDEICOMISO DE PUENTES FRONTERIZOS DE CHIHUAHUA 2243,MX,ACTIVE,,,,,,
